row	old_commit	old_parent	old_tree	old_patch_id	old_timestamp	old_subject	reaching_source_refs	final_responsibility_ordinal	new_commit	new_parent	new_tree	new_patch_id	new_timestamp	new_subject	stable_relation	disposition	evidence
1	4cd080ec84022c7933d53ea93808303e5a5e4340	-	1b14debf28131c1d5a31419b24659c178aa95e36	2d0a9872d497214158a847a529d5ba23878ae788	2026-03-03T09:00:00+09:00	chore(project): initialize betting-service layout	v0.1.0	001	c920e5849243d1c9588dd033c37797512d20ac21	-	3bc22fc536ea1cbe6fb7512968b2e8a26ff660b0	7525b389ab04b56ee08485fe63bd0633017ba84e	2026-04-01T10:12:11+09:00	chore(project): initialize the betting service	curated	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical canonical root responsibility before provenance cleanup.
2	864a0502455f279ab86e0f5b734590d19ca94e7b	4cd080ec84022c7933d53ea93808303e5a5e4340	86de281e15dd2b038eb0966e3cd9261213b6347b	57f58bc9f44c531e2a47abbcfba0e731497fa89f	2026-03-03T14:36:00+09:00	feat(domain): introduce Bet aggregate + BetLeg entity (STI slip model)	v0.1.0	002	dea3e21509a024e9c01aa28364b213d1b67d68de	c920e5849243d1c9588dd033c37797512d20ac21	08a547c18d3f6eb77eb79e42f9993e5e839fa6e7	ac38fb6e1afa21a7fca8c3c8cd990b30a71b54b5	2026-04-01T15:43:27+09:00	feat(domain): model the bet aggregate and legs	curated	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical aggregate responsibility before provenance cleanup.
3	e9a6016334ccdfc80fee699b331828e2be0c5a97	864a0502455f279ab86e0f5b734590d19ca94e7b	97224c2f7ce2a1b2337972df3ec1cdc3538491e1	9f7bc2989bb718fbb52330e07e2d1c79634ebf16	2026-03-03T20:12:00+09:00	test(domain): cover Bet/BetLeg invariants	v0.1.0	003	499cff053149bef0144550ed0e7f13b83108eddd	dea3e21509a024e9c01aa28364b213d1b67d68de	f4741b401e1d69bb1973c09be9aefdc951f4b405	9f7bc2989bb718fbb52330e07e2d1c79634ebf16	2026-04-02T11:18:34+09:00	test(domain): cover aggregate invariants	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
4	318e71f48afffa1c6b1886fffa7b6c82971d0c79	e9a6016334ccdfc80fee699b331828e2be0c5a97	301294b28ae293270c2f52c967c9c4895bcd1115	4f63adb318a02a91abd142010460247569dd094a	2026-03-04T13:48:00+09:00	build(flyway): add V1__bet_and_leg schema	v0.1.0	004	fc4cb2211c495c6bd7274cfc5675a8ac263e0b93	499cff053149bef0144550ed0e7f13b83108eddd	ce2909570bc0350436aba790689e234574ad223e	4f63adb318a02a91abd142010460247569dd094a	2026-04-02T16:07:48+09:00	build(flyway): define the bet and leg schema	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
5	0063c07db0c42c51a0eeb2a96ace49326bd05a8e	318e71f48afffa1c6b1886fffa7b6c82971d0c79	fd179c274d7c42495e9d1de3fc17bd9dfe3a6f92	c51dca80b06df393ba5337689af18d40b5d30970	2026-03-04T19:24:00+09:00	refactor(test): scope Bet persistence test to a JPA slice	v0.1.0	005	159f5cf28c2b3f0f33bd48f6df57012efb28f51f	fc4cb2211c495c6bd7274cfc5675a8ac263e0b93	66322cd09806d0920c997b7d5cde166187a178ac	c51dca80b06df393ba5337689af18d40b5d30970	2026-04-03T10:26:05+09:00	refactor(test): isolate persistence mapping checks	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
6	a8f2056cbffebdfd71b39306eccabc8a3f37373a	0063c07db0c42c51a0eeb2a96ace49326bd05a8e	1aff3e6c9a531897cf0beae89d262a943bf4b588	47254aa75eaa7204f7b323d85edb6dedf07c4158	2026-03-05T13:00:00+09:00	feat(validation): add slip structural validator with policy	v0.1.0	006	97a52ec7c5e1707bf2947ca65ae8a601b3fecb19	159f5cf28c2b3f0f33bd48f6df57012efb28f51f	a555253814e1d878af26365e0f92a3b1c9e9fa90	47254aa75eaa7204f7b323d85edb6dedf07c4158	2026-04-03T15:54:22+09:00	feat(validation): validate slip structure and stakes	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
7	435778eeab5ab436e851e80508ed0fa33873f65a	a8f2056cbffebdfd71b39306eccabc8a3f37373a	cf063c7578afe82656ca938c83a5097d85869869	d2df0464dc803a634fded6b4d25de17c16c49904	2026-03-05T18:36:00+09:00	feat(validation): add odds slippage checker over the odds-feed cache	v0.1.0	007	c909f8649b2a7eb5934f84a123cb6b4cbe553d37	97a52ec7c5e1707bf2947ca65ae8a601b3fecb19	fb83ac85d2b9c822de18afd88ecb51c2d037b087	d2df0464dc803a634fded6b4d25de17c16c49904	2026-04-04T11:37:41+09:00	feat(validation): verify live odds slippage	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
8	cfa5b57412ad1046eb0b56ff79cb4f813acdf8a8	435778eeab5ab436e851e80508ed0fa33873f65a	314c219df8fcf3d71f62d9bbda86c30571f1e749	ab83ee9b2dbc870556d09d799f833a0f834f510b	2026-03-06T12:12:00+09:00	test(validation): cover slip rules and slippage boundaries	v0.1.0	008	c4fd4bb623b833c63c954a88af6fb77198cfa23d	c909f8649b2a7eb5934f84a123cb6b4cbe553d37	112a71cf5f9bf3e22019c87ba20854a603311249	ab83ee9b2dbc870556d09d799f833a0f834f510b	2026-04-04T17:12:09+09:00	test(validation): cover slip and slippage boundaries	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
9	312000b8a80aa477c86c853e4ef527b6d707a16e	cfa5b57412ad1046eb0b56ff79cb4f813acdf8a8	6823777226d1eec151eb6d1445e6e13f09b8cb56	3b3b08b726a9f3d005e44f6e846da7b0c3e15c2a	2026-03-06T17:48:00+09:00	feat(domain): add SystemBetCalculator for K-of-N combinations + payout	v0.1.0	009	d3f680581e68c8ccdd38efec25986a94f77ec7b4	c4fd4bb623b833c63c954a88af6fb77198cfa23d	8bcf1a48c9485ec1e3119719c8dec39358caad59	3b3b08b726a9f3d005e44f6e846da7b0c3e15c2a	2026-04-05T10:48:36+09:00	feat(domain): calculate system bet combinations	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
10	595c267137d144936867fd0504b591e851a6b0a4	312000b8a80aa477c86c853e4ef527b6d707a16e	e63e83a9c18fa20f9401fb3c2d96f04c482fbb89	2cfe205343b658b4d7f57fef1d84494663bf6b54	2026-03-09T11:24:00+09:00	test(domain): prove System bet combinations and payout	v0.1.0	010	db38519d134fff5878f4385dbaac6dc10f30c83f	d3f680581e68c8ccdd38efec25986a94f77ec7b4	4ca4db171a0e885216a753dfadeb97bb792e2a41	2cfe205343b658b4d7f57fef1d84494663bf6b54	2026-04-05T16:25:14+09:00	test(domain): verify system bet payout math	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
11	32052f28edf75bc523fed0c101903467c7e3160b	595c267137d144936867fd0504b591e851a6b0a4	743a0c1c146b4a487269f9754e718586005394f4	1f372ebeaae3eb2898ca69b58efaac79137e8dc0	2026-03-09T17:00:00+09:00	feat(client): add synchronous risk + wallet clients with Resilience4j	v0.1.0	011	942e2be352a776ce52c1be1043f664c984730345	db38519d134fff5878f4385dbaac6dc10f30c83f	295802a4f9b27b96c8fa4d4059ad77b67d0cdcbb	1f372ebeaae3eb2898ca69b58efaac79137e8dc0	2026-04-06T10:31:52+09:00	feat(client): protect risk and wallet calls	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
12	7bf3ef2153485c8d7cb892f29b048d4508d8c401	32052f28edf75bc523fed0c101903467c7e3160b	0bc2c52b367d208deec9d1319a244970fb62a5ed	af27227c9229d025f62cd093506055ea897ed4db	2026-03-10T10:36:00+09:00	test(client): WireMock coverage for risk/wallet response translation	v0.1.0	012	9d6eee726807abca4d6408bcc5db4884920e388b	942e2be352a776ce52c1be1043f664c984730345	a8fb97f01616a447d4a619b5acf89d6fe9ca8f6a	af27227c9229d025f62cd093506055ea897ed4db	2026-04-06T16:42:18+09:00	test(client): cover downstream response translation	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
13	3f9af36ed2aaa197e7be93c82eb264471a2fd598	7bf3ef2153485c8d7cb892f29b048d4508d8c401	4894151e739ac766bb6ee61a056b2c286c927ca8	57d0f47cd093f913984c2835f2d5e95088110da4	2026-03-10T16:12:00+09:00	build(flyway): add V2 transactional outbox schema	v0.1.0	013	07c92f17863aadd66b16732987a2e095ae8db334	9d6eee726807abca4d6408bcc5db4884920e388b	813ea97d2f1c18ef4b1c75ef4f7ca3c4a776d369	57d0f47cd093f913984c2835f2d5e95088110da4	2026-04-07T11:15:07+09:00	build(flyway): add the outbox schema	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
14	1c4b25becc7e81401ca4796007791851f0930dd8	3f9af36ed2aaa197e7be93c82eb264471a2fd598	c17042f201ed37c0423c47babd2d06145cc873b4	fd7eeec5fb19073a81321ab4bdf4b8495165657a	2026-03-11T09:48:00+09:00	feat(outbox): transactional outbox write side for BetPlacedRequested	v0.1.0	014	d7a61a4477285b27b5a1be1d730e98048f7b77ea	07c92f17863aadd66b16732987a2e095ae8db334	179f8b0fd3777a31556644c0727722ad69c63891	fd7eeec5fb19073a81321ab4bdf4b8495165657a	2026-04-07T17:04:33+09:00	feat(outbox): write placed events transactionally	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
15	0ebd61f7b3021e02e9d8cef148ace0f01640a780	1c4b25becc7e81401ca4796007791851f0930dd8	6a1c195eb5e787baf43cff0f590c4dbe11af97f9	c921eaa3c5391d051dcb95b66c47f0caa0f36e12	2026-03-11T15:24:00+09:00	feat(placement): synchronous bet-placement orchestration (ADR-0017)	v0.1.0	015	fc6ad2e6f8f0ad7af96bd45411db5993d037ffc0	d7a61a4477285b27b5a1be1d730e98048f7b77ea	3eedccec76ad43d6ce4d46aba85cc23589130331	c921eaa3c5391d051dcb95b66c47f0caa0f36e12	2026-04-08T10:22:49+09:00	feat(placement): orchestrate bet placement synchronously	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
16	bcb7436e99dd52d3a42c2d892d48f0717955a864	0ebd61f7b3021e02e9d8cef148ace0f01640a780	c074e3f730c0e88aaacfa191cd495c5115783e06	61fd8e0228ba13f0ae7502c69744e95ba262ecb1	2026-03-12T09:00:00+09:00	test(placement): integration coverage for the placement flow	v0.1.0	016	302faf19698831cf165af299d9c1c29d9f2333a7	fc6ad2e6f8f0ad7af96bd45411db5993d037ffc0	019dd98618bd01902c926ef8b4c5c2665fdb175b	61fd8e0228ba13f0ae7502c69744e95ba262ecb1	2026-04-08T15:58:16+09:00	test(placement): cover placement outcomes and replay	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
17	af468dd076ec1adab9854a2ac8dedf299f59309a	bcb7436e99dd52d3a42c2d892d48f0717955a864	bce8e855a3d143ef21352b237cdbf4d190a31372	61e0294478cc2bf37077e3a835d79dca307057a1	2026-03-12T14:35:00+09:00	feat(outbox): scheduled Kafka publisher for the outbox	v0.1.0	017	a6ee29ed13f9a7da534e089d7bb76634cf013567	302faf19698831cf165af299d9c1c29d9f2333a7	785dfa374bfb52e64d464dd2fe9f264e64ed5989	61e0294478cc2bf37077e3a835d79dca307057a1	2026-04-09T11:36:24+09:00	feat(outbox): publish pending outbox events	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
18	d0e43ac359a8c5fbcdadf3fa3f1e75d1e4f0e999	af468dd076ec1adab9854a2ac8dedf299f59309a	0a02bcf97810509bff1c5f436f6435b019f970c2	a66753803a2c1e4edf26fc7acbee71831f6ff392	2026-03-12T20:11:00+09:00	test(outbox): publisher drains to embedded Kafka	v0.1.0	018	fb3de75f0566fb2b0364e633cf21791d627b6d57	a6ee29ed13f9a7da534e089d7bb76634cf013567	2f6250c4c9d40ea7a8c1941d96eec805bb520542	a66753803a2c1e4edf26fc7acbee71831f6ff392	2026-04-09T17:18:51+09:00	test(outbox): verify Kafka drain and acknowledgements	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
19	ce4ff648e1e4a1a73835c405c139bd805db6891d	d0e43ac359a8c5fbcdadf3fa3f1e75d1e4f0e999	6d063214f8a1a26da73ccd62f434751274dbf2c7	272666e416e0ad2ea040f0d2fe368601cbedf503	2026-03-13T13:47:00+09:00	feat(reconciliation): resolve stale PENDING bets (ADR-0017 compensation)	v0.1.0	019	3558ed9441cc696419ea472803de97469403f58c	fb3de75f0566fb2b0364e633cf21791d627b6d57	be29fe026655ff44950eec9b41a16e4b1019599f	272666e416e0ad2ea040f0d2fe368601cbedf503	2026-04-10T10:47:08+09:00	feat(reconciliation): resolve stale pending bets	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
20	dc427d879854a364fe8161d15ce3dff06280cb3c	ce4ff648e1e4a1a73835c405c139bd805db6891d	2342c7ff198647cd09b3b7869d9b8d2f6fb001e8	f714a2178461d1b18e31898d14d5ebb50cf945e3	2026-03-13T19:23:00+09:00	test(reconciliation): roll-forward / roll-back / defer	v0.1.0	020	872da45b1a9935089124ba81edb620a8cc764455	3558ed9441cc696419ea472803de97469403f58c	0c33f0a2185c3ee5fb1ba8bc4dd57c474a150e55	f714a2178461d1b18e31898d14d5ebb50cf945e3	2026-04-10T16:29:37+09:00	test(reconciliation): cover roll forward rollback and defer	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
21	a957620a0fa7051607a4b329c0217561fd6ad990	dc427d879854a364fe8161d15ce3dff06280cb3c	31e96ebdd534020af2d2127026f8635d94131da4	f9e85e72477d2d3b23ba3315389a6886c3b35812	2026-03-16T12:59:00+09:00	feat(api): bet REST endpoints + RFC 7807 problem responses	v0.1.0	021	1b1b7e5ec439d93d12e926e6d14a7aa5c98caac8	872da45b1a9935089124ba81edb620a8cc764455	50257f23622ce55ebeda47a9c9b4c7a5f329516d	f9e85e72477d2d3b23ba3315389a6886c3b35812	2026-04-11T11:13:45+09:00	feat(api): expose internal betting endpoints	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
22	90e9cb451328698eea3f748cb6257603d8fe11a4	a957620a0fa7051607a4b329c0217561fd6ad990	5660353aa7bfa2bd882ab8774dc83b4399ed409d	f0522f8601c40f4f071a17c5dcdf72d4b75c29e8	2026-03-16T18:35:00+09:00	test(api): web-layer + problem-detail coverage	v0.1.0	022	3878cbb79aab5a922554e3cb134e6e01495f4410	1b1b7e5ec439d93d12e926e6d14a7aa5c98caac8	fc2008e1eaa59f044d805d49f7b9a1d7258a338c	f0522f8601c40f4f071a17c5dcdf72d4b75c29e8	2026-04-11T17:02:19+09:00	test(api): cover REST and problem responses	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
23	d855f81661951abe83b0d34e1a488625fa2a9ad0	90e9cb451328698eea3f748cb6257603d8fe11a4	bfb9fc84c89e5519ebc26889aaf978ad96bc898d	75f53d088810b1bbec5338c010439eceda37fe6d	2026-03-17T12:11:00+09:00	test(load): record placement baseline + idempotency/concurrency proofs	v0.1.0	023	28f12deaaa1310368de3a099204c9923a4c7768d	3878cbb79aab5a922554e3cb134e6e01495f4410	f8de3e6da1526a22e9bf9a52946d5cd78e1fd6ca	4473059f616ac0f126086445477ce79e8b57d33d	2026-04-12T10:38:56+09:00	test(load): record placement proof baselines	curated	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility before provenance cleanup.
24	ab72c3675f5d158d15c352923da493ac06538b16	d855f81661951abe83b0d34e1a488625fa2a9ad0	f1e6677ba05878cc575165abc3f560089ec0b9f1	a3513fb061ca613ae026a254aca5fdf85731d39a	2026-03-17T17:47:00+09:00	docs(readme): add performance section with measured numbers	v0.1.0	024	df0c29d4aa88512ef3031dfb754b6c9028f4fabd	28f12deaaa1310368de3a099204c9923a4c7768d	5d5a61b1e91403aa35ef9ccc414f60a4cb37a2c5	a3513fb061ca613ae026a254aca5fdf85731d39a	2026-04-12T16:21:44+09:00	docs(readme): report measured placement performance	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=v0.1.0; Patch-identical responsibility.
25	476d8c92b7967b0280a6b731b76b13a41cb6fe18	-	1b14debf28131c1d5a31419b24659c178aa95e36	2d0a9872d497214158a847a529d5ba23878ae788	2026-03-03T14:49:26+09:00	chore(project): initialize betting-service layout	betting-v1,betting-v1.0.1,main,pre-betting-v1	001	c920e5849243d1c9588dd033c37797512d20ac21	-	3bc22fc536ea1cbe6fb7512968b2e8a26ff660b0	7525b389ab04b56ee08485fe63bd0633017ba84e	2026-04-01T10:12:11+09:00	chore(project): initialize the betting service	curated	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=001; curated-root-provenance-and-placeholder-cleanup
26	4bfdf6b1366234d3000fdae0d708a499551313de	476d8c92b7967b0280a6b731b76b13a41cb6fe18	86de281e15dd2b038eb0966e3cd9261213b6347b	57f58bc9f44c531e2a47abbcfba0e731497fa89f	2026-03-03T15:17:01+09:00	feat(domain): introduce Bet aggregate + BetLeg entity (STI slip model)	betting-v1,betting-v1.0.1,main,pre-betting-v1	002	dea3e21509a024e9c01aa28364b213d1b67d68de	c920e5849243d1c9588dd033c37797512d20ac21	08a547c18d3f6eb77eb79e42f9993e5e839fa6e7	ac38fb6e1afa21a7fca8c3c8cd990b30a71b54b5	2026-04-01T15:43:27+09:00	feat(domain): model the bet aggregate and legs	curated	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=002; curated-source-comment-provenance-cleanup
27	1062adb2682dabebf355a19047a7deef88c2f9c9	4bfdf6b1366234d3000fdae0d708a499551313de	97224c2f7ce2a1b2337972df3ec1cdc3538491e1	9f7bc2989bb718fbb52330e07e2d1c79634ebf16	2026-03-03T20:12:33+09:00	test(domain): cover Bet/BetLeg invariants	betting-v1,betting-v1.0.1,main,pre-betting-v1	003	499cff053149bef0144550ed0e7f13b83108eddd	dea3e21509a024e9c01aa28364b213d1b67d68de	f4741b401e1d69bb1973c09be9aefdc951f4b405	9f7bc2989bb718fbb52330e07e2d1c79634ebf16	2026-04-02T11:18:34+09:00	test(domain): cover aggregate invariants	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=003; patch-identical
28	b183287140ab49bf8544648138851c46a7f71811	1062adb2682dabebf355a19047a7deef88c2f9c9	301294b28ae293270c2f52c967c9c4895bcd1115	4f63adb318a02a91abd142010460247569dd094a	2026-03-04T13:48:27+09:00	build(flyway): add V1__bet_and_leg schema	betting-v1,betting-v1.0.1,main,pre-betting-v1	004	fc4cb2211c495c6bd7274cfc5675a8ac263e0b93	499cff053149bef0144550ed0e7f13b83108eddd	ce2909570bc0350436aba790689e234574ad223e	4f63adb318a02a91abd142010460247569dd094a	2026-04-02T16:07:48+09:00	build(flyway): define the bet and leg schema	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=004; patch-identical
29	642fcb158c84282f8b1e369466add94488078156	b183287140ab49bf8544648138851c46a7f71811	fd179c274d7c42495e9d1de3fc17bd9dfe3a6f92	c51dca80b06df393ba5337689af18d40b5d30970	2026-03-04T19:24:01+09:00	refactor(test): scope Bet persistence test to a JPA slice	betting-v1,betting-v1.0.1,main,pre-betting-v1	005	159f5cf28c2b3f0f33bd48f6df57012efb28f51f	fc4cb2211c495c6bd7274cfc5675a8ac263e0b93	66322cd09806d0920c997b7d5cde166187a178ac	c51dca80b06df393ba5337689af18d40b5d30970	2026-04-03T10:26:05+09:00	refactor(test): isolate persistence mapping checks	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=005; patch-identical
30	c0036b54bd0158aa01be55dbaff05bd154865b7e	642fcb158c84282f8b1e369466add94488078156	1aff3e6c9a531897cf0beae89d262a943bf4b588	47254aa75eaa7204f7b323d85edb6dedf07c4158	2026-03-05T09:26:28+09:00	feat(validation): add slip structural validator with policy	betting-v1,betting-v1.0.1,main,pre-betting-v1	006	97a52ec7c5e1707bf2947ca65ae8a601b3fecb19	159f5cf28c2b3f0f33bd48f6df57012efb28f51f	a555253814e1d878af26365e0f92a3b1c9e9fa90	47254aa75eaa7204f7b323d85edb6dedf07c4158	2026-04-03T15:54:22+09:00	feat(validation): validate slip structure and stakes	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=006; patch-identical
31	548daaf281d861b83f941fc96e67239a13bfb6a4	c0036b54bd0158aa01be55dbaff05bd154865b7e	cf063c7578afe82656ca938c83a5097d85869869	d2df0464dc803a634fded6b4d25de17c16c49904	2026-03-05T18:36:43+09:00	feat(validation): add odds slippage checker over the odds-feed cache	betting-v1,betting-v1.0.1,main,pre-betting-v1	007	c909f8649b2a7eb5934f84a123cb6b4cbe553d37	97a52ec7c5e1707bf2947ca65ae8a601b3fecb19	fb83ac85d2b9c822de18afd88ecb51c2d037b087	d2df0464dc803a634fded6b4d25de17c16c49904	2026-04-04T11:37:41+09:00	feat(validation): verify live odds slippage	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=007; patch-identical
32	d619d172a7c314f68f05fdf3523c9accb578342d	548daaf281d861b83f941fc96e67239a13bfb6a4	314c219df8fcf3d71f62d9bbda86c30571f1e749	ab83ee9b2dbc870556d09d799f833a0f834f510b	2026-03-06T12:12:47+09:00	test(validation): cover slip rules and slippage boundaries	betting-v1,betting-v1.0.1,main,pre-betting-v1	008	c4fd4bb623b833c63c954a88af6fb77198cfa23d	c909f8649b2a7eb5934f84a123cb6b4cbe553d37	112a71cf5f9bf3e22019c87ba20854a603311249	ab83ee9b2dbc870556d09d799f833a0f834f510b	2026-04-04T17:12:09+09:00	test(validation): cover slip and slippage boundaries	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=008; patch-identical
33	7543cb5a33f6e5a4ed55c17d9b5db4bed11defcd	d619d172a7c314f68f05fdf3523c9accb578342d	6823777226d1eec151eb6d1445e6e13f09b8cb56	3b3b08b726a9f3d005e44f6e846da7b0c3e15c2a	2026-03-06T17:48:17+09:00	feat(domain): add SystemBetCalculator for K-of-N combinations + payout	betting-v1,betting-v1.0.1,main,pre-betting-v1	009	d3f680581e68c8ccdd38efec25986a94f77ec7b4	c4fd4bb623b833c63c954a88af6fb77198cfa23d	8bcf1a48c9485ec1e3119719c8dec39358caad59	3b3b08b726a9f3d005e44f6e846da7b0c3e15c2a	2026-04-05T10:48:36+09:00	feat(domain): calculate system bet combinations	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=009; patch-identical
