row	old_commit	old_parent	old_tree	old_patch_id	old_timestamp	old_subject	reaching_source_refs	final_responsibility_ordinal	new_commit	new_parent	new_tree	new_patch_id	new_timestamp	new_subject	stable_relation	disposition	evidence
34	f6f37785ecadbf5c656b67c51c9b88c82c3c92ee	7543cb5a33f6e5a4ed55c17d9b5db4bed11defcd	e63e83a9c18fa20f9401fb3c2d96f04c482fbb89	2cfe205343b658b4d7f57fef1d84494663bf6b54	2026-03-09T11:24:05+09:00	test(domain): prove System bet combinations and payout	betting-v1,betting-v1.0.1,main,pre-betting-v1	010	db38519d134fff5878f4385dbaac6dc10f30c83f	d3f680581e68c8ccdd38efec25986a94f77ec7b4	4ca4db171a0e885216a753dfadeb97bb792e2a41	2cfe205343b658b4d7f57fef1d84494663bf6b54	2026-04-05T16:25:14+09:00	test(domain): verify system bet payout math	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=010; patch-identical
35	f66e7e3a5117fc0a47f85a613ee70779b8f81610	f6f37785ecadbf5c656b67c51c9b88c82c3c92ee	743a0c1c146b4a487269f9754e718586005394f4	1f372ebeaae3eb2898ca69b58efaac79137e8dc0	2026-03-09T11:48:46+09:00	feat(client): add synchronous risk + wallet clients with Resilience4j	betting-v1,betting-v1.0.1,main,pre-betting-v1	011	942e2be352a776ce52c1be1043f664c984730345	db38519d134fff5878f4385dbaac6dc10f30c83f	295802a4f9b27b96c8fa4d4059ad77b67d0cdcbb	1f372ebeaae3eb2898ca69b58efaac79137e8dc0	2026-04-06T10:31:52+09:00	feat(client): protect risk and wallet calls	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=011; patch-identical
36	3816f4e0e5d841f7698851001cafb18104203b0c	f66e7e3a5117fc0a47f85a613ee70779b8f81610	0bc2c52b367d208deec9d1319a244970fb62a5ed	af27227c9229d025f62cd093506055ea897ed4db	2026-03-10T10:36:27+09:00	test(client): WireMock coverage for risk/wallet response translation	betting-v1,betting-v1.0.1,main,pre-betting-v1	012	9d6eee726807abca4d6408bcc5db4884920e388b	942e2be352a776ce52c1be1043f664c984730345	a8fb97f01616a447d4a619b5acf89d6fe9ca8f6a	af27227c9229d025f62cd093506055ea897ed4db	2026-04-06T16:42:18+09:00	test(client): cover downstream response translation	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=012; patch-identical
37	d4b857c337fca9b76a0c71ddbb187186464151a0	3816f4e0e5d841f7698851001cafb18104203b0c	4894151e739ac766bb6ee61a056b2c286c927ca8	57d0f47cd093f913984c2835f2d5e95088110da4	2026-03-10T16:12:18+09:00	build(flyway): add V2 transactional outbox schema	betting-v1,betting-v1.0.1,main,pre-betting-v1	013	07c92f17863aadd66b16732987a2e095ae8db334	9d6eee726807abca4d6408bcc5db4884920e388b	813ea97d2f1c18ef4b1c75ef4f7ca3c4a776d369	57d0f47cd093f913984c2835f2d5e95088110da4	2026-04-07T11:15:07+09:00	build(flyway): add the outbox schema	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=013; patch-identical
38	16620435eeb3aad7bab09e61965cba50bcfd4672	d4b857c337fca9b76a0c71ddbb187186464151a0	c17042f201ed37c0423c47babd2d06145cc873b4	fd7eeec5fb19073a81321ab4bdf4b8495165657a	2026-03-11T09:48:34+09:00	feat(outbox): transactional outbox write side for BetPlacedRequested	betting-v1,betting-v1.0.1,main,pre-betting-v1	014	d7a61a4477285b27b5a1be1d730e98048f7b77ea	07c92f17863aadd66b16732987a2e095ae8db334	179f8b0fd3777a31556644c0727722ad69c63891	fd7eeec5fb19073a81321ab4bdf4b8495165657a	2026-04-07T17:04:33+09:00	feat(outbox): write placed events transactionally	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=014; patch-identical
39	6abca16b91d690ff20432c69930e517d4f7f1260	16620435eeb3aad7bab09e61965cba50bcfd4672	6a1c195eb5e787baf43cff0f590c4dbe11af97f9	c921eaa3c5391d051dcb95b66c47f0caa0f36e12	2026-03-11T15:24:03+09:00	feat(placement): synchronous bet-placement orchestration (ADR-0017)	betting-v1,betting-v1.0.1,main,pre-betting-v1	015	fc6ad2e6f8f0ad7af96bd45411db5993d037ffc0	d7a61a4477285b27b5a1be1d730e98048f7b77ea	3eedccec76ad43d6ce4d46aba85cc23589130331	c921eaa3c5391d051dcb95b66c47f0caa0f36e12	2026-04-08T10:22:49+09:00	feat(placement): orchestrate bet placement synchronously	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=015; patch-identical
40	fbf6a82fde388a0012261dcca8e1342d979649ae	6abca16b91d690ff20432c69930e517d4f7f1260	c074e3f730c0e88aaacfa191cd495c5115783e06	61fd8e0228ba13f0ae7502c69744e95ba262ecb1	2026-03-12T10:12:34+09:00	test(placement): integration coverage for the placement flow	betting-v1,betting-v1.0.1,main,pre-betting-v1	016	302faf19698831cf165af299d9c1c29d9f2333a7	fc6ad2e6f8f0ad7af96bd45411db5993d037ffc0	019dd98618bd01902c926ef8b4c5c2665fdb175b	61fd8e0228ba13f0ae7502c69744e95ba262ecb1	2026-04-08T15:58:16+09:00	test(placement): cover placement outcomes and replay	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=016; patch-identical
41	37fdfc3b72504b3e71ade8c0792709be5e2493c9	fbf6a82fde388a0012261dcca8e1342d979649ae	bce8e855a3d143ef21352b237cdbf4d190a31372	61e0294478cc2bf37077e3a835d79dca307057a1	2026-03-12T14:35:48+09:00	feat(outbox): scheduled Kafka publisher for the outbox	betting-v1,betting-v1.0.1,main,pre-betting-v1	017	a6ee29ed13f9a7da534e089d7bb76634cf013567	302faf19698831cf165af299d9c1c29d9f2333a7	785dfa374bfb52e64d464dd2fe9f264e64ed5989	61e0294478cc2bf37077e3a835d79dca307057a1	2026-04-09T11:36:24+09:00	feat(outbox): publish pending outbox events	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=017; patch-identical
42	1983bc331bc516cf4c89ff4f32f1f4e39a1e070c	37fdfc3b72504b3e71ade8c0792709be5e2493c9	0a02bcf97810509bff1c5f436f6435b019f970c2	a66753803a2c1e4edf26fc7acbee71831f6ff392	2026-03-12T20:11:30+09:00	test(outbox): publisher drains to embedded Kafka	betting-v1,betting-v1.0.1,main,pre-betting-v1	018	fb3de75f0566fb2b0364e633cf21791d627b6d57	a6ee29ed13f9a7da534e089d7bb76634cf013567	2f6250c4c9d40ea7a8c1941d96eec805bb520542	a66753803a2c1e4edf26fc7acbee71831f6ff392	2026-04-09T17:18:51+09:00	test(outbox): verify Kafka drain and acknowledgements	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=018; patch-identical
43	7547e57be471bbc96591e5823c82776459a26ad6	1983bc331bc516cf4c89ff4f32f1f4e39a1e070c	6d063214f8a1a26da73ccd62f434751274dbf2c7	272666e416e0ad2ea040f0d2fe368601cbedf503	2026-03-13T13:47:52+09:00	feat(reconciliation): resolve stale PENDING bets (ADR-0017 compensation)	betting-v1,betting-v1.0.1,main,pre-betting-v1	019	3558ed9441cc696419ea472803de97469403f58c	fb3de75f0566fb2b0364e633cf21791d627b6d57	be29fe026655ff44950eec9b41a16e4b1019599f	272666e416e0ad2ea040f0d2fe368601cbedf503	2026-04-10T10:47:08+09:00	feat(reconciliation): resolve stale pending bets	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=019; patch-identical
44	54429b7dfa23e52e2bf02a924d97b4fdf263aeef	7547e57be471bbc96591e5823c82776459a26ad6	2342c7ff198647cd09b3b7869d9b8d2f6fb001e8	f714a2178461d1b18e31898d14d5ebb50cf945e3	2026-03-13T19:23:12+09:00	test(reconciliation): roll-forward / roll-back / defer	betting-v1,betting-v1.0.1,main,pre-betting-v1	020	872da45b1a9935089124ba81edb620a8cc764455	3558ed9441cc696419ea472803de97469403f58c	0c33f0a2185c3ee5fb1ba8bc4dd57c474a150e55	f714a2178461d1b18e31898d14d5ebb50cf945e3	2026-04-10T16:29:37+09:00	test(reconciliation): cover roll forward rollback and defer	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=020; patch-identical
45	db5b4c03a18335ae0c3c06cc2c6b43122d529c4c	54429b7dfa23e52e2bf02a924d97b4fdf263aeef	31e96ebdd534020af2d2127026f8635d94131da4	f9e85e72477d2d3b23ba3315389a6886c3b35812	2026-03-16T12:59:43+09:00	feat(api): bet REST endpoints + RFC 7807 problem responses	betting-v1,betting-v1.0.1,main,pre-betting-v1	021	1b1b7e5ec439d93d12e926e6d14a7aa5c98caac8	872da45b1a9935089124ba81edb620a8cc764455	50257f23622ce55ebeda47a9c9b4c7a5f329516d	f9e85e72477d2d3b23ba3315389a6886c3b35812	2026-04-11T11:13:45+09:00	feat(api): expose internal betting endpoints	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=021; patch-identical
46	feadd000e2fe1e15a9b5d082f4214dbed2fc154d	db5b4c03a18335ae0c3c06cc2c6b43122d529c4c	5660353aa7bfa2bd882ab8774dc83b4399ed409d	f0522f8601c40f4f071a17c5dcdf72d4b75c29e8	2026-03-16T18:35:21+09:00	test(api): web-layer + problem-detail coverage	betting-v1,betting-v1.0.1,main,pre-betting-v1	022	3878cbb79aab5a922554e3cb134e6e01495f4410	1b1b7e5ec439d93d12e926e6d14a7aa5c98caac8	fc2008e1eaa59f044d805d49f7b9a1d7258a338c	f0522f8601c40f4f071a17c5dcdf72d4b75c29e8	2026-04-11T17:02:19+09:00	test(api): cover REST and problem responses	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=022; patch-identical
47	31c871b5e61d2538d9103b2193f1206f361e51b1	feadd000e2fe1e15a9b5d082f4214dbed2fc154d	bfb9fc84c89e5519ebc26889aaf978ad96bc898d	75f53d088810b1bbec5338c010439eceda37fe6d	2026-03-17T12:11:56+09:00	test(load): record placement baseline + idempotency/concurrency proofs	betting-v1,betting-v1.0.1,main,pre-betting-v1	023	28f12deaaa1310368de3a099204c9923a4c7768d	3878cbb79aab5a922554e3cb134e6e01495f4410	f8de3e6da1526a22e9bf9a52946d5cd78e1fd6ca	4473059f616ac0f126086445477ce79e8b57d33d	2026-04-12T10:38:56+09:00	test(load): record placement proof baselines	curated	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=023; curated-load-provenance-cleanup
48	f1ad5f480176fba138eab93f7fc697cf2a6a4506	31c871b5e61d2538d9103b2193f1206f361e51b1	f1e6677ba05878cc575165abc3f560089ec0b9f1	a3513fb061ca613ae026a254aca5fdf85731d39a	2026-03-17T17:47:15+09:00	docs(readme): add performance section with measured numbers	betting-v1,betting-v1.0.1,main,pre-betting-v1	024	df0c29d4aa88512ef3031dfb754b6c9028f4fabd	28f12deaaa1310368de3a099204c9923a4c7768d	5d5a61b1e91403aa35ef9ccc414f60a4cb37a2c5	a3513fb061ca613ae026a254aca5fdf85731d39a	2026-04-12T16:21:44+09:00	docs(readme): report measured placement performance	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=024; patch-identical
49	8cae5901163884479cbda2d2dcac357ffeb43eed	f1ad5f480176fba138eab93f7fc697cf2a6a4506	5b849f73a9c3fc2d2ec276d74104d614659ebb48	366197dd36c77a98a4bbd6c0cd208a571b43d10d	2026-03-18T11:23:45+09:00	build(deps): bump shared-protocol to 0.2.0-SNAPSHOT	betting-v1,betting-v1.0.1,main,pre-betting-v1	025	dd8418ece620ce7eaec6bf67aec14c00a2f6e9ff	df0c29d4aa88512ef3031dfb754b6c9028f4fabd	f1a3328059f696cd7869f4fa4558b172cf8b82ac	366197dd36c77a98a4bbd6c0cd208a571b43d10d	2026-04-13T11:07:32+09:00	build(deps): align the settlement protocol	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=025; patch-identical
50	3c647d1314bf056d1ca879338737379608f426dd	8cae5901163884479cbda2d2dcac357ffeb43eed	f9d951acf5cae9e05c41c7f07ea9eb87d31defcf	c9d9cd30d7cd7ebdec902c2073418bf64452f073	2026-03-18T16:59:54+09:00	feat(settlement): consume BetSettled, flip an accepted bet to SETTLED	betting-v1,betting-v1.0.1,main,pre-betting-v1	026	7ed54bc3af0385f5985bdab00d3f21283c0ad19a	dd8418ece620ce7eaec6bf67aec14c00a2f6e9ff	4aa0c34e8b6e5ac26ce6b14e234a18989b722d41	c9d9cd30d7cd7ebdec902c2073418bf64452f073	2026-04-14T10:55:18+09:00	feat(settlement): apply settled events	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=026; patch-identical
51	13edf6044eb2a29c91afc577d09de8247519ff9b	3c647d1314bf056d1ca879338737379608f426dd	8e58a8d90d8dd4152bde550a34fcfaa39e231503	9f9e3dcbc3e0dd1e6b2758d5210b80f1106552e0	2026-03-19T10:35:33+09:00	feat(settlement): consume BetVoided, flip an accepted bet to VOIDED	betting-v1,betting-v1.0.1,main,pre-betting-v1	027	0d1fd37b6d17408fedd74499ecd1d92c3159752f	7ed54bc3af0385f5985bdab00d3f21283c0ad19a	38532cb36d646085306d6bc816eef1dcf5ba40cf	9f9e3dcbc3e0dd1e6b2758d5210b80f1106552e0	2026-04-14T16:43:05+09:00	feat(settlement): apply voided events	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=027; patch-identical
52	b1de1069838e91a5a8ae1b280aea28d3b7451ee5	13edf6044eb2a29c91afc577d09de8247519ff9b	9da9564e526415a7461e6c886a816839f59a7591	01afad848620de7f60c95400f520404b9fca422d	2026-03-19T16:11:10+09:00	test(settlement): cover kafka consume, idempotency, and transition guards	betting-v1,betting-v1.0.1,main,pre-betting-v1	028	88f7ebe1089ba75b0b5f5f47bcbdf97ff184b1bd	0d1fd37b6d17408fedd74499ecd1d92c3159752f	7084e8e637a8029510f0ee90a806a24fd515eb30	01afad848620de7f60c95400f520404b9fca422d	2026-04-15T11:29:42+09:00	test(settlement): cover consumers idempotency and guards	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=028; patch-identical
53	a31de77d6c02ee226cd92a7a55fa2027b3df57a1	b1de1069838e91a5a8ae1b280aea28d3b7451ee5	e2a601a6ae7c6f3725d1c1173563d4a4bfefefc9	9b9c8d3fe84d76444be78beec13d36b3f619717a	2026-03-21T09:00:22+09:00	docs(notes): publish study notes, reflections, and READMEs	pre-betting-v1	-	-	-	-	-	-	-	not-replayed	exclude-learning-publication	source-audit/source-union-disposition.tsv graph=pre-betting-v1; Notes and reflections belong to the learning surface.
54	2eeac4250f1c5b8209220ba3dee03cc15a906b4f	a31de77d6c02ee226cd92a7a55fa2027b3df57a1	e8783616bc9aa14f4edc70cc252aed543fd2d834	7b3395e11e0f5b97ff2ebca2f5247936d683ab06	2026-03-21T15:35:02+09:00	docs(commits): publish per-commit answer keys	pre-betting-v1	-	-	-	-	-	-	-	not-replayed	exclude-learning-publication	source-audit/source-union-disposition.tsv graph=pre-betting-v1; Answer keys belong to the learning surface.
55	3d69706ba989b0c5b3e30dce879dd99258d82f91	2eeac4250f1c5b8209220ba3dee03cc15a906b4f	368e366c41169da7c6623ab901e9ca1e246f1958	c3c5123bf2be8ce64c6dcd4a9a529d262f5de608	2026-03-21T20:15:10+09:00	docs(practice): publish derived practice sheets	pre-betting-v1	-	-	-	-	-	-	-	not-replayed	exclude-learning-publication	source-audit/source-union-disposition.tsv graph=pre-betting-v1; Practice sheets belong to the learning surface.
56	ee38ca5821e197c8409d8f7a2acef672967871c6	3d69706ba989b0c5b3e30dce879dd99258d82f91	03aa8affd34fff5039aaedec1d1f2ef15f05b5e4	dd445d3640f67bb56225e8d773bd5a35b04704a2	2026-03-21T20:43:18+09:00	docs(commits): refresh stale diff-checkpoint commit hashes	pre-betting-v1	-	-	-	-	-	-	-	not-replayed	exclude-learning-publication	source-audit/source-union-disposition.tsv graph=pre-betting-v1; Answer metadata correction belongs to the learning surface.
57	0dcd91bdcd9689178abc423654d8d427f0873727	ee38ca5821e197c8409d8f7a2acef672967871c6	148945de186162ec455c3a3e14bcd7fb6fd7d44b	2764f71ff6fda3714363a7ac9e73ba5f757b75bc	2026-03-22T10:15:44+09:00	docs(practice): re-derive leaked TODOs to intent	pre-betting-v1	-	-	-	-	-	-	-	not-replayed	exclude-learning-publication	source-audit/source-union-disposition.tsv graph=pre-betting-v1; Practice correction belongs to the learning surface.
58	3809d147b759ef5a34e9416d1e417c5413f43165	0dcd91bdcd9689178abc423654d8d427f0873727	afbe49f2bafd52be6ed52b2cb16d4b7026aaae85	a9e282c54a9d2761230e700861b910b91fb7dfe4	2026-06-11T10:07:33+09:00	docs(commits): restore verbatim excerpts and fix ghost references	pre-betting-v1	-	-	-	-	-	-	-	not-replayed	exclude-learning-publication	source-audit/source-union-disposition.tsv graph=pre-betting-v1; Answer correction belongs to the learning surface.
59	0bb7fea8e75b5c1c90d8849463aef0f6b9354fa2	3809d147b759ef5a34e9416d1e417c5413f43165	8c0d989818bab541a7bfd266776cc7a5c1512119	07691b520fd7151298ffbe67f3d54e93725b635c	2026-06-11T10:12:54+09:00	docs(practice): mirror corrected producer factory signature	pre-betting-v1	-	-	-	-	-	-	-	not-replayed	exclude-learning-publication	source-audit/source-union-disposition.tsv graph=pre-betting-v1; Practice correction belongs to the learning surface.
60	1c306ffcc0cec87ecc2ba01e0d09520e79951c91	0bb7fea8e75b5c1c90d8849463aef0f6b9354fa2	9e148a3acacbbcf90cb04dfea11034882c5d1c03	e0fbeda028becf328ef178dc73ffa4afde3886ef	2026-06-11T14:03:41+09:00	build(maven): check in maven wrapper for uniform builds	pre-betting-v1	029	fdcb97e78cef0cadbe1672f5568409c5acd7a39e	88f7ebe1089ba75b0b5f5f47bcbdf97ff184b1bd	4e19198f802dbce500fe8336b1ed3434d5bfd111	e0fbeda028becf328ef178dc73ffa4afde3886ef	2026-04-18T14:03:41+09:00	build(maven): check in the Maven wrapper	patch-identical	deduplicate	source-audit/source-union-disposition.tsv graph=pre-betting-v1; Patch-identical Maven wrapper responsibility.
61	0f486fbca27ec6ca32b61cc4d1a46251f52f3e31	1c306ffcc0cec87ecc2ba01e0d09520e79951c91	272c446316f91525e62c9f829a4feb4a7c4f81e6	39a21eba35439d0b3ac02b4efcd76866a2e1a838	2026-06-11T14:31:58+09:00	docs(commits): document phase 2 wrapper check-in	pre-betting-v1	-	-	-	-	-	-	-	not-replayed	exclude-learning-publication	source-audit/source-union-disposition.tsv graph=pre-betting-v1; Answer record belongs to the learning surface.
62	a8c5885e4bc70087e21495a82067e44352936bd3	0f486fbca27ec6ca32b61cc4d1a46251f52f3e31	c92ab83911a0d538cade31f4afdfc3d0570daab6	ea4673f06880ebd443b2b480db19c653df696f26	2026-06-11T14:40:06+09:00	docs(practice): record 027 skip rationale	pre-betting-v1	-	-	-	-	-	-	-	not-replayed	exclude-learning-publication	source-audit/source-union-disposition.tsv graph=pre-betting-v1; Practice omission record belongs to the learning surface.
63	c592167e0a29439724fd1d4a1e11eb7bf66c4ec9	a8c5885e4bc70087e21495a82067e44352936bd3	4b809ba717e38b4f11aee29b838f4122fbcac9b6	5de016094439cab71d2dfd2a1d353ca521d1a969	2026-06-14T12:38:21+09:00	docs(readme): link system design and de-link cross-repo refs	pre-betting-v1	032	6ceacca9fceab3638bd710e55a7f1131c180e0a7	22ec548761dd35dc7e76f99492e5817ab25572b3	422a168b44b089d9d1d512126d3db01a01d17ada	a26a387ca5d56cb8dd64a1b686d7a8011e55d630	2026-04-26T17:28:47+09:00	docs(readme): publish the betting release guide	curated	absorbed	source-audit/source-union-disposition.tsv graph=pre-betting-v1; Standalone README link cleanup is superseded by the canonical final release guide.
64	bb21719c15ab4ad85bb200c5a6e07ebfb1fbdbe2	b1de1069838e91a5a8ae1b280aea28d3b7451ee5	9bccfc624d61dd905e9489879cd7ed716f62a5a3	e0fbeda028becf328ef178dc73ffa4afde3886ef	2026-06-11T14:03:41+09:00	build(maven): check in maven wrapper for uniform builds	betting-v1,betting-v1.0.1,main	029	fdcb97e78cef0cadbe1672f5568409c5acd7a39e	88f7ebe1089ba75b0b5f5f47bcbdf97ff184b1bd	4e19198f802dbce500fe8336b1ed3434d5bfd111	e0fbeda028becf328ef178dc73ffa4afde3886ef	2026-04-18T14:03:41+09:00	build(maven): check in the Maven wrapper	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=029; patch-identical
65	b9b1c774169e89b4ba664fb0a8dda4cbe51b7f4a	bb21719c15ab4ad85bb200c5a6e07ebfb1fbdbe2	4bdd934bc811c5a4aaf44da548a870bf62515504	65fd816efaf36945d9c8d885431eb7f8d145f27e	2026-07-11T12:01:33+09:00	refactor(test): stabilize betting integration fixtures	betting-v1,betting-v1.0.1,main	030	0f6152887254ed3141e7ca8e82c0d13ea84b5eb5	fdcb97e78cef0cadbe1672f5568409c5acd7a39e	1dc91b5ba46503c0a4f1d1584a48754106ac6562	65fd816efaf36945d9c8d885431eb7f8d145f27e	2026-04-20T12:01:33+09:00	refactor(test): stabilize integration fixtures	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=030; patch-identical
66	101e228c661b757c84cccab9c92fa799f66fec56	b9b1c774169e89b4ba664fb0a8dda4cbe51b7f4a	9448d591e3b3ff59b7bf101b3409cf0d48f083a8	694fc89180f4c275a3f0302ebc005ccc3d862312	2026-07-11T12:46:17+09:00	fix(auth): bind betting operations to trusted actor	betting-v1,betting-v1.0.1,main	031	22ec548761dd35dc7e76f99492e5817ab25572b3	0f6152887254ed3141e7ca8e82c0d13ea84b5eb5	a9edebe672e25dcca982e1812197817345ccdcd0	694fc89180f4c275a3f0302ebc005ccc3d862312	2026-04-22T12:46:17+09:00	fix(auth): bind betting operations to the trusted actor	patch-identical	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=031; patch-identical
67	ba6bc3c08ef90028ec80f6fadcccf8e9edfbfbaa	101e228c661b757c84cccab9c92fa799f66fec56	7429355f0e7b7655fe1a6ad0a19e7c5e6803de40	64bbe6d7ccb3e7f5ab6c2f1f110ba601f1a1c8a8	2026-07-11T12:49:43+09:00	chore(docs): remove source learning placeholders	betting-v1,betting-v1.0.1,main	001	c920e5849243d1c9588dd033c37797512d20ac21	-	3bc22fc536ea1cbe6fb7512968b2e8a26ff660b0	7525b389ab04b56ee08485fe63bd0633017ba84e	2026-04-01T10:12:11+09:00	chore(project): initialize the betting service	curated	absorbed	source-audit/source-union-disposition.tsv graph=main; Learning placeholder paths are absent from the canonical root.
68	a4009f118b77f6739b591a3c2f87dcfd98c03c21	ba6bc3c08ef90028ec80f6fadcccf8e9edfbfbaa	872cda0f83a231974979fa23eefb0fb4c3918cd7	65bd232255b8eeb4b727f8e9302df82b3dd9f7c7	2026-07-12T17:28:47+09:00	docs(readme): publish betting release guide	betting-v1,betting-v1.0.1,main	032	6ceacca9fceab3638bd710e55a7f1131c180e0a7	22ec548761dd35dc7e76f99492e5817ab25572b3	422a168b44b089d9d1d512126d3db01a01d17ada	a26a387ca5d56cb8dd64a1b686d7a8011e55d630	2026-04-26T17:28:47+09:00	docs(readme): publish the betting release guide	curated	retained-main-replay	source-audit/source-crosswalk.tsv ordinal=032; curated-release-navigation-and-backlink
69	0fd30c8ee5727eaff01c11e243a0a6fcb8f479ea	a4009f118b77f6739b591a3c2f87dcfd98c03c21	e0d88040ecca9104c4ce9b4b2f5e12867f7f9574	94690bd47ccd1f21b518fd74a96ababadff80362	2026-07-15T17:57:07+09:00	docs(release): correct learner navigation	betting-v1.0.1,main	032	6ceacca9fceab3638bd710e55a7f1131c180e0a7	22ec548761dd35dc7e76f99492e5817ab25572b3	422a168b44b089d9d1d512126d3db01a01d17ada	a26a387ca5d56cb8dd64a1b686d7a8011e55d630	2026-04-26T17:28:47+09:00	docs(readme): publish the betting release guide	curated	absorbed	source-audit/source-union-disposition.tsv graph=main; Learner-navigation-only patch is excluded; the exact stage backlink is carried by the final source guide.
